#NAME=It's a trap!
#AUTHOR=Grym
#BG_COLOR=70, 130, 180
#WIDTH=9
#HEIGHT=40


04,04,04,04,04,04,04,04,04
04,04,04,04,04,04,04,04,04
04,04,04,04,04,04,04,04,04
04,04,00,00,00,04,04,04,04
04,04,00,00,00,00,04,04,04
04,04,00,00,00,00,04,04,04
04,00,00,00,00,00,00,04,04
04,00,00,00,00,00,00,04,04
04,00,00,00,00,00,00,04,04
04,00,00,32,01,32,00,04,04
04,00,00,01,01,01,00,04,04
04,00,00,01,32,01,00,04,04
04,00,00,01,01,01,00,04,04
04,00,00,01,01,32,00,04,04
04,00,00,32,01,01,00,04,04
04,00,00,01,01,01,00,04,04
04,00,00,01,01,11,00,04,04
04,00,00,00,00,00,00,04,04
04,00,00,00,00,00,00,04,04
00,00,00,00,00,00,00,04,04
00,00,00,00,00,00,00,04,04
00,00,00,00,00,00,00,04,04
00,00,00,00,00,00,00,04,04
31,00,00,00,00,00,00,04,04
00,31,00,00,00,00,00,00,04
00,00,21,00,00,00,00,00,00
00,00,00,21,00,00,00,00,00
00,00,00,00,21,00,00,00,00
00,00,00,00,00,21,00,00,00
04,00,00,00,00,00,21,00,00
04,00,00,00,00,00,00,21,00
04,00,00,00,00,00,00,00,31
04,00,00,00,00,00,00,31,00
04,00,00,00,00,00,31,00,00
00,00,00,00,00,31,00,00,00
00,00,00,00,31,00,00,00,00
00,00,00,31,00,00,00,00,00
00,00,31,00,00,00,00,00,00
00,31,00,00,00,00,00,00,00
31,00,00,00,00,00,00,00,00
