#NAME=Stairway
#AUTHOR=Grym
#BG_COLOR=70, 130, 180
#WIDTH=9
#HEIGHT=40


00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
13,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
02,00,00,00,00,00,00,00,00
01,03,00,00,00,00,00,00,00
01,01,03,00,00,00,00,00,00
01,01,01,03,00,00,00,00,00
01,01,01,01,03,00,00,00,00
01,01,01,01,01,03,00,00,00
21,21,21,21,21,21,00,00,00
04,04,04,04,04,04,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
00,00,00,00,00,00,00,00,00
